ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,adj_close,adj_open,adj_high,adj_low
920433.BJ,20180327,6.1,6.2,6.1,6.2,,,,30.0,18.5,1.0,1.5794166348235894,1.553942172971596,1.5794166348235894,1.553942172971596
920433.BJ,20180328,6.21,7.0,6.21,7.0,6.2,0.8,12.9032,30.0,20.01,1.0,1.7832123296395364,1.5819640810087887,1.7832123296395364,1.5819640810087887
920433.BJ,20180330,7.0,7.0,7.0,7.0,7.0,0.0,0.0,30.0,21.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180403,7.0,7.0,7.0,7.0,7.0,0.0,0.0,20.0,14.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180409,7.0,7.01,7.0,7.0,7.0,0.0,0.0,230.0,161.02,1.0,1.7832123296395364,1.7832123296395364,1.7857597758247357,1.7832123296395364
920433.BJ,20180410,7.0,7.0,7.0,7.0,7.0,0.0,0.0,40.0,28.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180411,7.0,7.0,7.0,7.0,7.0,0.0,0.0,170.0,119.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180412,7.0,7.0,7.0,7.0,7.0,0.0,0.0,100.0,70.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180413,7.0,7.0,7.0,7.0,7.0,0.0,0.0,70.0,49.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180417,7.0,7.0,7.0,7.0,7.0,0.0,0.0,10.0,7.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180423,7.0,7.0,7.0,7.0,7.0,0.0,0.0,130.0,91.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180424,7.0,7.0,7.0,7.0,7.0,0.0,0.0,10.0,7.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180427,7.0,7.0,7.0,7.0,7.0,0.0,0.0,10.0,7.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180522,6.0,6.0,6.0,6.0,7.0,-1.0,-14.2857,50.0,30.0,1.0,1.5284677111196026,1.5284677111196026,1.5284677111196026,1.5284677111196026
920433.BJ,20180606,7.0,7.0,7.0,7.0,6.0,1.0,16.6667,30.0,21.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180611,7.0,7.0,7.0,7.0,7.0,0.0,0.0,20.0,14.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180621,7.0,7.0,7.0,7.0,7.0,0.0,0.0,50.0,35.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180628,7.0,7.0,7.0,7.0,7.0,0.0,0.0,70.0,49.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180629,7.0,7.0,7.0,7.0,7.0,0.0,0.0,80.0,56.0,1.0,1.7832123296395364,1.7832123296395364,1.7832123296395364,1.7832123296395364
920433.BJ,20180817,7.3,7.71,7.3,7.71,6.38,1.33,20.8464,115.0,84.57,1.0972,2.1549896828429502,2.0403923067125205,2.1549896828429502,2.0403923067125205
920433.BJ,20180820,7.3,7.71,7.3,7.71,7.71,0.0,0.0,21.5,15.715,1.0972,2.1549896828429502,2.0403923067125205,2.1549896828429502,2.0403923067125205
